20220601 074300;1.071580;1.071700;1.071540;1.071570;0
20220601 074400;1.071600;1.071710;1.071560;1.071700;0
20220601 074500;1.071690;1.071770;1.071670;1.071720;0
20220601 074600;1.071710;1.071730;1.071670;1.071720;0
20220601 074700;1.071730;1.071780;1.071660;1.071770;0
20220601 074800;1.071760;1.071780;1.071660;1.071700;0
20220601 074900;1.071730;1.071780;1.071620;1.071700;0
20220601 075000;1.071690;1.071690;1.071540;1.071610;0
20220601 075100;1.071610;1.071680;1.071370;1.071380;0
20220601 075200;1.071370;1.071380;1.071190;1.071190;0
20220601 075300;1.071200;1.071220;1.070980;1.070980;0
20220601 075400;1.070980;1.071030;1.070540;1.070540;0
20220601 075500;1.070520;1.070540;1.070190;1.070270;0
20220601 075600;1.070280;1.070520;1.070240;1.070490;0
20220601 075700;1.070480;1.070920;1.070470;1.070920;0
20220601 075800;1.070920;1.070940;1.070730;1.070900;0
20220601 075900;1.070910;1.070960;1.070760;1.070830;0
20220601 080000;1.070820;1.071000;1.070650;1.070740;0
20220601 080100;1.070740;1.070750;1.070630;1.070630;0
